,Año,Entidad,Población,Cantidad,Totales,Porcentaje,cve_agee
342,2010,Quintana Roo,No disponen de computadora,239115.0,362762.0,0.659151179,23
343,2010,San Luis Potosí,No disponen de computadora,477242.0,631336.0,0.755923945,24
344,2010,Sinaloa,No disponen de computadora,482149.0,709748.0,0.679324211,25
345,2010,Sonora,No disponen de computadora,433481.0,703956.0,0.615778543,26
346,2010,Tabasco,No disponen de computadora,438121.0,558882.0,0.783923977,27
347,2010,Tamaulipas,No disponen de computadora,594124.0,867935.0,0.684525915,28
348,2010,Tlaxcala,No disponen de computadora,217450.0,272365.0,0.798377178,29
349,2010,Veracruz,No disponen de computadora,1567316.0,1982612.0,0.790530875,30
350,2010,Yucatán,No disponen de computadora,368527.0,502948.0,0.732733802,31
351,2010,Zacatecas,No disponen de computadora,285710.0,372513.0,0.766979944,32
352,2010,Aguascalientes,No disponen de televisor,6525.0,289444.0,0.022543221,01
353,2010,Baja California,No disponen de televisor,19908.0,853254.0,0.023331857,02
354,2010,Baja California Sur,No disponen de televisor,8920.0,174441.0,0.051134768,03
355,2010,Campeche,No disponen de televisor,21805.0,211555.0,0.103070124,04
356,2010,Coahuila,No disponen de televisor,16643.0,714967.0,0.023277997,05
357,2010,Colima,No disponen de televisor,7613.0,177672.0,0.04284862,06
358,2010,Chiapas,No disponen de televisor,244879.0,1072239.0,0.228380986,07
359,2010,Chihuahua,No disponen de televisor,53647.0,910198.0,0.058939923,08
360,2010,Ciudad De México,No disponen de televisor,35892.0,2386605.0,0.015038936,09
361,2010,Durango,No disponen de televisor,25623.0,398342.0,0.064324123,10
362,2010,Guanajuato,No disponen de televisor,50262.0,1266235.0,0.039694054,11
363,2010,Guerrero,No disponen de televisor,132771.0,804801.0,0.164973702,12
364,2010,Hidalgo,No disponen de televisor,77772.0,662341.0,0.117419879,13
365,2010,Jalisco,No disponen de televisor,48668.0,1801306.0,0.027018175,14
366,2010,México,No disponen de televisor,135543.0,3687193.0,0.036760484,15
367,2010,Michoacán,No disponen de televisor,69953.0,1066061.0,0.065618196,16
368,2010,Morelos,No disponen de televisor,19831.0,460370.0,0.043076221,17
369,2010,Nayarit,No disponen de televisor,19810.0,288522.0,0.068660275,18
370,2010,Nuevo León,No disponen de televisor,21079.0,1190804.0,0.017701486,19
371,2010,Oaxaca,No disponen de televisor,222293.0,934055.0,0.237987056,20
372,2010,Puebla,No disponen de televisor,140022.0,1373171.0,0.10196982,21
373,2010,Querétaro,No disponen de televisor,25806.0,449923.0,0.057356481,22
374,2010,Quintana Roo,No disponen de televisor,28361.0,362762.0,0.078180736,23
375,2010,San Luis Potosí,No disponen de televisor,73611.0,631336.0,0.1165956,24
376,2010,Sinaloa,No disponen de televisor,31560.0,709748.0,0.044466487,25
377,2010,Sonora,No disponen de televisor,28926.0,703956.0,0.041090636,26
378,2010,Tabasco,No disponen de televisor,52745.0,558882.0,0.094375915,27
379,2010,Tamaulipas,No disponen de televisor,35649.0,867935.0,0.041073352,28
380,2010,Tlaxcala,No disponen de televisor,14985.0,272365.0,0.055018082,29
381,2010,Veracruz,No disponen de televisor,216185.0,1982612.0,0.109040498,30
382,2010,Yucatán,No disponen de televisor,36741.0,502948.0,0.07305129,31
383,2010,Zacatecas,No disponen de televisor,18014.0,372513.0,0.048358044,32
384,2000,Aguascalientes,No disponen de energía eléctrica,3432.0,199398.0,0.017211808,01
385,2000,Baja California,No disponen de energía eléctrica,13149.0,559402.0,0.023505458,02
386,2000,Baja California Sur,No disponen de energía eléctrica,5140.0,104341.0,0.049261556,03
387,2000,Campeche,No disponen de energía eléctrica,13291.0,156125.0,0.085130504,04
388,2000,Coahuila,No disponen de energía eléctrica,8772.0,539169.0,0.016269481,05
389,2000,Colima,No disponen de energía eléctrica,2837.0,124714.0,0.022748048,06
390,2000,Chiapas,No disponen de energía eléctrica,89968.0,778845.0,0.11551464,07
391,2000,Chihuahua,No disponen de energía eléctrica,41659.0,733379.0,0.05680419,08
392,2000,Ciudad De México,No disponen de energía eléctrica,3740.0,2102753.0,0.001778621,09
393,2000,Durango,No disponen de energía eléctrica,18942.0,322288.0,0.058773519,10
394,2000,Guanajuato,No disponen de energía eléctrica,29564.0,918822.0,0.032175982,11
395,2000,Guerrero,No disponen de energía eléctrica,65344.0,651149.0,0.10035184,12
396,2000,Hidalgo,No disponen de energía eléctrica,38631.0,491482.0,0.078601047,13
397,2000,Jalisco,No disponen de energía eléctrica,29193.0,1378666.0,0.021174817,14
398,2000,México,No disponen de energía eléctrica,46682.0,2743144.0,0.017017699,15
399,2000,Michoacán,No disponen de energía eléctrica,36056.0,846333.0,0.042602616,16
400,2000,Morelos,No disponen de energía eléctrica,5347.0,354035.0,0.015103027,17
401,2000,Nayarit,No disponen de energía eléctrica,9487.0,219181.0,0.043283861,18
402,2000,Nuevo León,No disponen de energía eléctrica,10832.0,878600.0,0.012328705,19
403,2000,Oaxaca,No disponen de energía eléctrica,90818.0,738087.0,0.123045115,20
404,2000,Puebla,No disponen de energía eléctrica,50127.0,1028692.0,0.048728871,21
405,2000,Querétaro,No disponen de energía eléctrica,16364.0,295143.0,0.05544431,22
406,2000,Quintana Roo,No disponen de energía eléctrica,9194.0,210482.0,0.043680695,23
407,2000,San Luis Potosí,No disponen de energía eléctrica,54388.0,489828.0,0.111034894,24
408,2000,Sinaloa,No disponen de energía eléctrica,19592.0,572816.0,0.034202955,25
409,2000,Sonora,No disponen de energía eléctrica,18952.0,527427.0,0.035932935,26
410,2000,Tabasco,No disponen de energía eléctrica,23680.0,410388.0,0.057701492,27
411,2000,Tamaulipas,No disponen de energía eléctrica,34749.0,677489.0,0.05129087,28
412,2000,Tlaxcala,No disponen de energía eléctrica,4413.0,193288.0,0.022831216,29
413,2000,Veracruz,No disponen de energía eléctrica,165893.0,1597311.0,0.103857671,30
414,2000,Yucatán,No disponen de energía eléctrica,16457.0,371242.0,0.044329575,31
415,2000,Zacatecas,No disponen de energía eléctrica,12111.0,298217.0,0.040611367,32
416,2000,Aguascalientes,No disponen de agua entubada,5120.0,199398.0,0.025677289,01
417,2000,Baja California,No disponen de agua entubada,52315.0,559402.0,0.093519508,02
418,2000,Baja California Sur,No disponen de agua entubada,12359.0,104341.0,0.118448165,03
419,2000,Campeche,No disponen de agua entubada,29896.0,156125.0,0.19148759,04
420,2000,Coahuila,No disponen de agua entubada,30927.0,539169.0,0.057360494,05
421,2000,Colima,No disponen de agua entubada,6716.0,124714.0,0.053851212,06
422,2000,Chiapas,No disponen de agua entubada,234364.0,778845.0,0.300912248,07
423,2000,Chihuahua,No disponen de agua entubada,51288.0,733379.0,0.069933827,08
424,2000,Ciudad De México,No disponen de agua entubada,50230.0,2102753.0,0.023887732,09
425,2000,Durango,No disponen de agua entubada,28535.0,322288.0,0.088538822,10
426,2000,Guanajuato,No disponen de agua entubada,96970.0,918822.0,0.105537308,11
427,2000,Guerrero,No disponen de agua entubada,250372.0,651149.0,0.384508,12
428,2000,Hidalgo,No disponen de agua entubada,95869.0,491482.0,0.19506106,13
429,2000,Jalisco,No disponen de agua entubada,137454.0,1378666.0,0.099700725,14
430,2000,México,No disponen de agua entubada,251300.0,2743144.0,0.091610211,15
431,2000,Michoacán,No disponen de agua entubada,138039.0,846333.0,0.163102467,16
432,2000,Morelos,No disponen de agua entubada,45854.0,354035.0,0.129518268,17
433,2000,Nayarit,No disponen de agua entubada,31546.0,219181.0,0.143926709,18
434,2000,Nuevo León,No disponen de agua entubada,50574.0,878600.0,0.057562031,19
435,2000,Oaxaca,No disponen de agua entubada,244265.0,738087.0,0.330943371,20
436,2000,Puebla,No disponen de agua entubada,222285.0,1028692.0,0.216085087,21
437,2000,Querétaro,No disponen de agua entubada,31344.0,295143.0,0.106199368,22
438,2000,Quintana Roo,No disponen de agua entubada,19252.0,210482.0,0.091466254,23
439,2000,San Luis Potosí,No disponen de agua entubada,111847.0,489828.0,0.228339335,24
440,2000,Sinaloa,No disponen de agua entubada,80659.0,572816.0,0.14081136,25
441,2000,Sonora,No disponen de agua entubada,40100.0,527427.0,0.076029479,26
442,2000,Tabasco,No disponen de agua entubada,122256.0,410388.0,0.297903447,27
443,2000,Tamaulipas,No disponen de agua entubada,59872.0,677489.0,0.088373391,28
444,2000,Tlaxcala,No disponen de agua entubada,16738.0,193288.0,0.086596167,29
445,2000,Veracruz,No disponen de agua entubada,526501.0,1597311.0,0.329617088,30
446,2000,Yucatán,No disponen de agua entubada,36351.0,371242.0,0.097917262,31
447,2000,Zacatecas,No disponen de agua entubada,45798.0,298217.0,0.153572734,32
448,2000,Aguascalientes,No disponen de drenaje,8978.0,199398.0,0.045025527,01
449,2000,Baja California,No disponen de drenaje,97480.0,559402.0,0.174257511,02
450,2000,Baja California Sur,No disponen de drenaje,19626.0,104341.0,0.188094805,03
451,2000,Campeche,No disponen de drenaje,55851.0,156125.0,0.357732586,04
452,2000,Coahuila,No disponen de drenaje,87165.0,539169.0,0.161665452,05
453,2000,Colima,No disponen de drenaje,7772.0,124714.0,0.062318585,06
454,2000,Chiapas,No disponen de drenaje,288401.0,778845.0,0.370293191,07
455,2000,Chihuahua,No disponen de drenaje,104650.0,733379.0,0.142695659,08
456,2000,Ciudad De México,No disponen de drenaje,28606.0,2102753.0,0.01360407,09
457,2000,Durango,No disponen de drenaje,82814.0,322288.0,0.256956511,10
458,2000,Guanajuato,No disponen de drenaje,211176.0,918822.0,0.229833417,11
459,2000,Guerrero,No disponen de drenaje,297042.0,651149.0,0.456181304,12
460,2000,Hidalgo,No disponen de drenaje,166247.0,491482.0,0.338256538,13
461,2000,Jalisco,No disponen de drenaje,105503.0,1378666.0,0.076525424,14
462,2000,México,No disponen de drenaje,361112.0,2743144.0,0.131641649,15
463,2000,Michoacán,No disponen de drenaje,209418.0,846333.0,0.24744161,16
464,2000,Morelos,No disponen de drenaje,50076.0,354035.0,0.141443643,17
465,2000,Nayarit,No disponen de drenaje,42098.0,219181.0,0.192069568,18
466,2000,Nuevo León,No disponen de drenaje,77882.0,878600.0,0.088643296,19
467,2000,Oaxaca,No disponen de drenaje,397454.0,738087.0,0.538492075,20
468,2000,Puebla,No disponen de drenaje,348939.0,1028692.0,0.339206487,21
469,2000,Querétaro,No disponen de drenaje,69588.0,295143.0,0.235777233,22
470,2000,Quintana Roo,No disponen de drenaje,33044.0,210482.0,0.156992047,23
471,2000,San Luis Potosí,No disponen de drenaje,182497.0,489828.0,0.372573638,24
472,2000,Sinaloa,No disponen de drenaje,144213.0,572816.0,0.251761473,25
473,2000,Sonora,No disponen de drenaje,107075.0,527427.0,0.203013877,26
474,2000,Tabasco,No disponen de drenaje,58347.0,410388.0,0.14217521,27
475,2000,Tamaulipas,No disponen de drenaje,170983.0,677489.0,0.252377529,28
476,2000,Tlaxcala,No disponen de drenaje,32965.0,193288.0,0.170548611,29
477,2000,Veracruz,No disponen de drenaje,506707.0,1597311.0,0.317225011,30
478,2000,Yucatán,No disponen de drenaje,152448.0,371242.0,0.410643192,31
479,2000,Zacatecas,No disponen de drenaje,86393.0,298217.0,0.289698441,32
480,2000,Aguascalientes,No disponen de computadora,171754.0,199398.0,0.861362702,01
481,2000,Baja California,No disponen de computadora,463051.0,559402.0,0.827760716,02
482,2000,Baja California Sur,No disponen de computadora,91012.0,104341.0,0.872255393,03
483,2000,Campeche,No disponen de computadora,146369.0,156125.0,0.937511609,04
484,2000,Coahuila,No disponen de computadora,480460.0,539169.0,0.891112063,05
485,2000,Colima,No disponen de computadora,111878.0,124714.0,0.897076511,06
486,2000,Chiapas,No disponen de computadora,744672.0,778845.0,0.956123491,07
487,2000,Chihuahua,No disponen de computadora,649440.0,733379.0,0.885544855,08
488,2000,Ciudad De México,No disponen de computadora,1632934.0,2102753.0,0.776569573,09
489,2000,Durango,No disponen de computadora,296522.0,322288.0,0.920052872,10
490,2000,Guanajuato,No disponen de computadora,839430.0,918822.0,0.91359371,11
491,2000,Guerrero,No disponen de computadora,622235.0,651149.0,0.955595417,12
492,2000,Hidalgo,No disponen de computadora,463711.0,491482.0,0.943495387,13
493,2000,Jalisco,No disponen de computadora,1201150.0,1378666.0,0.87124075,14
494,2000,México,No disponen de computadora,2426608.0,2743144.0,0.884608318,15
495,2000,Michoacán,No disponen de computadora,791305.0,846333.0,0.934980675,16
496,2000,Morelos,No disponen de computadora,318414.0,354035.0,0.899385654,17
497,2000,Nayarit,No disponen de computadora,205610.0,219181.0,0.938083137,18
498,2000,Nuevo León,No disponen de computadora,742526.0,878600.0,0.845124061,19
499,2000,Oaxaca,No disponen de computadora,708953.0,738087.0,0.960527688,20
500,2000,Puebla,No disponen de computadora,954498.0,1028692.0,0.927875399,21
501,2000,Querétaro,No disponen de computadora,252964.0,295143.0,0.857089614,22
502,2000,Quintana Roo,No disponen de computadora,189764.0,210482.0,0.90156878,23
503,2000,San Luis Potosí,No disponen de computadora,452412.0,489828.0,0.923614003,24
504,2000,Sinaloa,No disponen de computadora,529034.0,572816.0,0.923567079,25
505,2000,Sonora,No disponen de computadora,467294.0,527427.0,0.885988014,26
506,2000,Tabasco,No disponen de computadora,385991.0,410388.0,0.940551381,27
507,2000,Tamaulipas,No disponen de computadora,615584.0,677489.0,0.908625823,28
508,2000,Tlaxcala,No disponen de computadora,182088.0,193288.0,0.942055379,29
509,2000,Veracruz,No disponen de computadora,1512967.0,1597311.0,0.947196257,30
510,2000,Yucatán,No disponen de computadora,340208.0,371242.0,0.916404933,31
511,2000,Zacatecas,No disponen de computadora,278850.0,298217.0,0.935057358,32
512,2000,Aguascalientes,No disponen de televisor,6992.0,199398.0,0.035065547,01
513,2000,Baja California,No disponen de televisor,21377.0,559402.0,0.038214021,02
514,2000,Baja California Sur,No disponen de televisor,9777.0,104341.0,0.09370238,03
515,2000,Campeche,No disponen de televisor,37440.0,156125.0,0.239807846,04
516,2000,Coahuila,No disponen de televisor,25682.0,539169.0,0.04763256,05
517,2000,Colima,No disponen de televisor,12181.0,124714.0,0.097671472,06
518,2000,Chiapas,No disponen de televisor,307124.0,778845.0,0.394332634,07
519,2000,Chihuahua,No disponen de televisor,64427.0,733379.0,0.087849529,08
520,2000,Ciudad De México,No disponen de televisor,50220.0,2102753.0,0.023882976,09
521,2000,Durango,No disponen de televisor,34540.0,322288.0,0.107171226,10
522,2000,Guanajuato,No disponen de televisor,72958.0,918822.0,0.079403845,11
523,2000,Guerrero,No disponen de televisor,190891.0,651149.0,0.293160244,12
524,2000,Hidalgo,No disponen de televisor,118042.0,491482.0,0.240175632,13
525,2000,Jalisco,No disponen de televisor,73431.0,1378666.0,0.053262357,14
526,2000,México,No disponen de televisor,217278.0,2743144.0,0.079207654,15
527,2000,Michoacán,No disponen de televisor,107749.0,846333.0,0.127312772,16
528,2000,Morelos,No disponen de televisor,31668.0,354035.0,0.089448783,17
529,2000,Nayarit,No disponen de televisor,27029.0,219181.0,0.123318171,18
530,2000,Nuevo León,No disponen de televisor,33924.0,878600.0,0.038611427,19
531,2000,Oaxaca,No disponen de televisor,311362.0,738087.0,0.421849999,20
532,2000,Puebla,No disponen de televisor,208988.0,1028692.0,0.203158963,21
533,2000,Querétaro,No disponen de televisor,33810.0,295143.0,0.11455464,22
534,2000,Quintana Roo,No disponen de televisor,37529.0,210482.0,0.178300282,23
535,2000,San Luis Potosí,No disponen de televisor,97654.0,489828.0,0.199363858,24
536,2000,Sinaloa,No disponen de televisor,64634.0,572816.0,0.112835535,25
537,2000,Sonora,No disponen de televisor,42980.0,527427.0,0.08148995,26
538,2000,Tabasco,No disponen de televisor,94946.0,410388.0,0.231356667,27
539,2000,Tamaulipas,No disponen de televisor,61335.0,677489.0,0.090532835,28
540,2000,Tlaxcala,No disponen de televisor,23441.0,193288.0,0.121274989,29
541,2000,Veracruz,No disponen de televisor,361117.0,1597311.0,0.226078077,30
542,2000,Yucatán,No disponen de televisor,61491.0,371242.0,0.165635892,31
543,2000,Zacatecas,No disponen de televisor,28065.0,298217.0,0.094109323,32
